"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	435	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	490	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	1589	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	1222	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	883	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	475	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	204	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	87	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"85+ years"	"85+"	Suppressed	22	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"			Suppressed	6823	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"< 1 year"	"1"	Suppressed	118	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	448	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	511	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	427	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	436	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	485	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	1362	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	1245	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	770	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	489	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	180	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	63	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"85+ years"	"85+"	Suppressed	19	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"			Suppressed	6553	Suppressed	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"Asian or Pacific Islander"	"A-PI"					Suppressed	13376	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	858	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	3391	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	4764	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	4471	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	4164	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	3698	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	8922	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	9328	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	6580	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	3594	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	2349	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	1363	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	527	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Female"	"F"			Suppressed	54009	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	879	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	3473	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	4971	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	4630	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	4263	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	3478	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	7849	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	7943	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	5412	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	3060	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	1699	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	785	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	148	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"	"Male"	"M"			Suppressed	48590	Suppressed	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"Black or African American"	"2054-5"					Suppressed	102599	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"1"	Suppressed	2227	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	9082	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	12332	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	11621	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	13300	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	13277	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	27342	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	31635	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	26104	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	17346	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	14592	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	10977	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	Suppressed	4002	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Female"	"F"			Suppressed	193837	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"< 1 year"	"1"	Suppressed	2424	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	9575	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	13016	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	12573	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	13159	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	12948	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	28158	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	31716	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	25106	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	15947	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	11992	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	6978	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	Suppressed	1538	Suppressed	Suppressed
	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"	"Male"	"M"			Suppressed	185130	Suppressed	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"	"White"	"2106-3"					Suppressed	378967	Suppressed	Suppressed
"Total"	"1999"	"1999"	"New Castle County, DE"	"10003"							Suppressed	496079	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	26	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	47	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	42	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	37	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	37	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	84	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	94	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	55	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	51	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	49	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	21	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"85+ years"	"85+"	Suppressed	11	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"			Suppressed	557	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	30	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	44	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	31	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	44	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	15	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	75	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	102	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"45-54 years"	"45-54"	Suppressed	72	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"55-64 years"	"55-64"	Suppressed	44	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"65-74 years"	"65-74"	Suppressed	28	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"75-84 years"	"75-84"	Suppressed	11	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"			Suppressed	503	Suppressed	Suppressed
"Total"	"1999"	"1999"	"Sussex County, DE"	"10005"	"American Indian or Alaska Native"	"1002-5"					Suppressed	1060	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	48	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	59	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	45	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	60	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	42	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"25-34 years"	"25-34"	Suppressed	109	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"35-44 years"	"35-44"	Suppressed	116	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"45-54 years"	"45-54"	Suppressed	88	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"55-64 years"	"55-64"	Suppressed	73	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"65-74 years"	"65-74"	Suppressed	27	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"75-84 years"	"75-84"	Suppressed	Suppressed	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"85+ years"	"85+"	Suppressed	Suppressed	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Suppressed
"Total"	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"			Suppressed	676	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	38	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	61	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	40	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	43	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	32	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"25-34 years"	"25-34"	Suppressed	97	Suppressed	Suppressed
	"1999"	"1999"	"Sussex County, DE"	"10005"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"35-44 years"	"35-44"	Suppressed	113	Suppressed	Suppressed
